p_val	avg_logFC	pct.1	pct.2	p_val_adj
Wfdc2	2.01047209458463e-132	1.99607026279637	0.702	0.138	2.69624412604745e-128
Hmga2	2.18904839708104e-106	1.14808844355113	0.519	0.082	2.93573280532538e-102
Wnt7b	4.74484905403356e-105	1.19880577760721	0.606	0.125	6.36331706636441e-101
Col18a1	9.62748702091447e-105	1.67171046937492	0.803	0.267	1.29114228437484e-100
Ccnd1	7.27391247437418e-98	1.52006894828482	0.702	0.201	9.75504401938322e-94
Msln	1.03206840969461e-96	1.12721599346661	0.308	0.025	1.38410694424144e-92
Itga3	6.11720295725245e-92	1.29971218181997	0.64	0.159	8.20378088597126e-88
S100a6	4.21461153354916e-89	1.35158406195704	0.983	0.736	5.65221552764278e-85
Dynap	5.78168373806215e-79	1.12484530308469	0.491	0.096	7.75381606111516e-75
Arhgap22	1.16855863962739e-71	0.753726407312527	0.384	0.065	1.56715399160429e-67
Lamc2	1.3663507659173e-71	1.69864645463454	0.657	0.226	1.83241301217169e-67
Cpe	3.99736902089533e-71	1.15075095239917	0.709	0.254	5.36087159392272e-67
Krt18	1.72412366234718e-69	0.905499963130167	0.886	0.39	2.31222224357381e-65
Sncg	2.77227022540509e-69	1.36327442096802	0.388	0.07	3.71789159929077e-65
X2200002D01Rik	1.02160559811275e-66	0.888433385282294	0.561	0.158	1.370075267629e-62
Atg9b	1.93157640406037e-66	0.706073059147312	0.433	0.088	2.59043711548536e-62
Perp	2.48896478078982e-65	0.718382618061368	0.72	0.243	3.33795066751723e-61
Klk8	6.46996365550213e-63	1.23428363212259	0.533	0.142	8.67686825839391e-59
Itgb4	1.3773848924055e-62	0.896580062890316	0.633	0.202	1.84721087920501e-58
Lgals1	1.62701762942036e-61	1.19394823770591	0.934	0.656	2.18199334281565e-57
S100a10	1.48924938014076e-59	0.933155003775025	0.913	0.697	1.99723234370677e-55
Nt5e	2.57046811011657e-59	1.00307532490162	0.45	0.112	3.44725478247733e-55
Gjb3	2.24380886077678e-58	0.743378430642799	0.471	0.117	3.00917206318774e-54
Cdkn2a	2.43512209037147e-58	0.704332064332659	0.349	0.067	3.26574223539718e-54
Crip2	2.31170254983351e-55	1.04878840255684	0.789	0.408	3.10022428958172e-51
Nes	1.08734806852502e-54	1.00895225253387	0.585	0.211	1.45824249469891e-50
Lamb3	1.20517561860082e-54	1.03408706131726	0.588	0.193	1.61626102210557e-50
Tnnt2	1.50689106103363e-54	0.655283276599717	0.339	0.066	2.02089160195221e-50
Epha2	5.11289846444463e-54	0.936596387894752	0.661	0.266	6.8569081306667e-50
Upp1	8.28858377091607e-53	0.413426287526365	0.405	0.091	1.11158196951755e-48
Itpr3	5.96922142185114e-52	0.81988819991079	0.599	0.216	8.00532284884456e-48
Anxa8	5.04811593709829e-51	0.795599065188307	0.453	0.12	6.77002828324252e-47
Krt8	3.06219254070042e-49	0.688924512928604	0.803	0.34	4.10670641633334e-45
Pthlh	4.46358249457029e-49	0.873920875932102	0.394	0.098	5.98611048346822e-45
Cd151	5.09306186599472e-49	0.910827274938794	0.633	0.267	6.83030526848552e-45
Padi4	6.60232488874473e-49	0.728149776172488	0.284	0.051	8.85437790829556e-45
Lama3	2.15093154237945e-48	1.09078461467963	0.436	0.116	2.88461429148508e-44
Anxa2	6.9166094140897e-46	0.709240105968656	0.91	0.721	9.2758648852357e-42
Bmp2	6.09316797445028e-45	0.835519229336248	0.26	0.046	8.17154757053527e-41
Gdpd5	3.21444066413417e-44	0.494005642185676	0.318	0.072	4.31088637467034e-40
Trp53i11	6.43422492384118e-44	0.733657874560212	0.45	0.14	8.62893904536341e-40
Acot7	3.5141095887058e-42	0.903532015409552	0.592	0.26	4.71277236941335e-38
Clu	4.61245417970955e-41	1.25212961296265	0.651	0.292	6.18576230040848e-37
Txn1	4.56227814879566e-40	0.752041862663877	0.858	0.668	6.11847122534986e-36
Tnc	4.71096793723811e-40	1.03951303562803	0.758	0.401	6.31787910063003e-36
Sema3f	5.22959441980433e-40	0.681535159270876	0.315	0.076	7.01340907639959e-36
Fam84a	2.32371040924394e-39	0.617305168195916	0.284	0.064	3.11632802983704e-35
Tmem40	1.00550363222318e-38	0.725242709158276	0.343	0.091	1.34848092117451e-34
Gsto1	1.75570350330691e-38	1.03464698134892	0.696	0.401	2.3545739682849e-34
Slco2a1	9.50656243156893e-38	0.71256734624101	0.446	0.153	1.27492508769771e-33
Mtap	2.15821674572719e-37	0.687485072690814	0.367	0.109	2.89438447769473e-33
Ctnnal1	2.71647262219968e-37	0.460865291415969	0.301	0.073	3.64306143363199e-33
Htra1	4.61221792754002e-37	0.960689190437833	0.623	0.293	6.18544546262391e-33
Ccng1	6.10523386852199e-37	0.820909110437312	0.547	0.243	8.18772914107484e-33
Ppp1r14b	8.86755769578577e-37	0.914203622055209	0.699	0.387	1.18922816258183e-32
Ano1	1.51490321939684e-36	0.695517484629905	0.474	0.171	2.0316367075331e-32
Fermt1	3.32744334415849e-36	0.647038099312011	0.339	0.094	4.46243426885094e-32
Rnf149	9.26737001481661e-36	-1.34023292139343	0.221	0.568	1.24284699268706e-31
Hspb1	1.27503495952027e-35	0.754948994296696	0.74	0.369	1.70994938421264e-31
Ctsd	1.55406301329326e-35	0.770861707485354	0.865	0.78	2.0841539071276e-31
Nradd	2.19191160157992e-35	0.547878128204153	0.415	0.142	2.93957264887883e-31
Sox9	2.94942246616279e-35	0.822717762186678	0.602	0.292	3.95547046937092e-31
Thumpd3	8.66122276638839e-35	0.645380660932236	0.349	0.102	1.16155658520035e-30
Ecm1	1.01346893511016e-34	0.790955513608991	0.768	0.505	1.35916318887623e-30
Aplp2	1.75881945918889e-34	0.941438333044761	0.713	0.494	2.35875277671822e-30
Timp1	7.94752259735945e-34	0.974370332637749	0.754	0.434	1.06584225553188e-29
Fn1	8.21895504743622e-34	1.07158503910496	0.806	0.519	1.10224406141167e-29
Serpinb6a	1.21313745786083e-33	0.726903269431679	0.734	0.43	1.62693864473716e-29
Areg	2.43639674373767e-33	0.729323041818762	0.581	0.257	3.26745167302658e-29
Psrc1	6.70198825931068e-33	0.511468438470618	0.308	0.084	8.98803645456155e-29
Pfn1	7.82117293792393e-33	0.786210192265301	0.886	0.749	1.04889750270498e-28
Tm4sf1	8.99690538189661e-33	0.627359616102791	0.765	0.435	1.20657498076615e-28
Myl12a	6.47387038195877e-32	0.652569036535989	0.913	0.804	8.68210756924491e-28
Cav1	9.27572556215114e-32	0.564873881467537	0.412	0.144	1.24396755514009e-27
Rps27l	1.27104438221295e-31	0.767159313737495	0.779	0.559	1.70459762098579e-27
Anxa3	1.30501443728629e-31	0.669785311189781	0.664	0.379	1.75015486184464e-27
