p_val	avg_logFC	pct.1	pct.2	p_val_adj
Dpt	0	3.11313194649299	0.84	0.032	0
Efemp1	0	2.6566554846608	0.717	0.022	0
Clec3b	0	1.98919240959657	0.648	0.007	0
Pi16	3.99211537525181e-294	2.37898664793236	0.594	0.014	5.3538259297502e-290
Spon2	5.0718584028849e-276	1.87280347374943	0.58	0.016	6.80186930410894e-272
Sfrp4	8.89409703847869e-271	1.95618713469962	0.479	0.006	1.19278735383038e-266
Has1	1.69021405693825e-262	2.69230353524415	0.881	0.088	2.26674607175989e-258
Ogn	4.76120912161998e-246	2.00062512468267	0.557	0.02	6.38525755300456e-242
Tnfaip6	3.28404660429588e-241	3.39793376624728	0.945	0.133	4.40423490102121e-237
Ptx3	1.78690503497385e-225	3.23260901430693	0.744	0.066	2.39641834240343e-221
Cadm3	1.97199092609115e-224	1.20523629856148	0.443	0.009	2.64463703098084e-220
Cd34	3.34147143577891e-215	1.86888329127326	0.639	0.044	4.4812473425231e-211
Dcn	2.84240367113894e-208	3.15706332916781	0.986	0.204	3.81194756336443e-204
Lum	5.18773228312497e-208	2.25900435781864	0.913	0.138	6.9572677648989e-204
Ly6c1	6.41525565729278e-202	2.21571712978932	0.68	0.061	8.60349936199535e-198
Tnxb	1.92988085023485e-198	0.972115485104907	0.338	0.003	2.58816320824996e-194
C4b	1.81305502811352e-195	2.24528512909032	0.712	0.071	2.43148809820304e-191
Dpep1	4.13153507295017e-189	1.31552101300742	0.493	0.024	5.54080168633347e-185
Igfbp6	1.60542145981503e-186	1.93785349079255	0.712	0.076	2.15303071975793e-182
Itih5	7.93446034724998e-186	1.33891773997801	0.521	0.029	1.06409047716969e-181
Prelp	4.95723623458526e-182	1.47548561690428	0.557	0.038	6.64814951420229e-178
Cxcl12	8.30962809030316e-181	2.25472247988977	0.753	0.1	1.11440422319056e-176
Serpina3n	7.09767914404044e-176	2.69527510318882	0.909	0.193	9.51869750007263e-172
Penk	2.04552961192332e-167	1.9303342877916	0.461	0.025	2.74325976255036e-163
Mnda	1.52621057105847e-166	1.58640741745244	0.68	0.079	2.04680099684651e-162
Figf	5.3257980687505e-165	1.00668755497617	0.37	0.012	7.1424277900013e-161
Rarres2	1.51918504447215e-164	2.56513949036359	0.854	0.161	2.0373790631416e-160
C1s1	7.21290671243363e-164	1.81445598037317	0.877	0.173	9.67322919204474e-160
Col14a1	5.23426926353019e-163	1.95664670699449	0.758	0.112	7.01967850932034e-159
Gfpt2	9.23876363883225e-149	2.06141272689533	0.872	0.201	1.23901059160379e-144
Eln	3.17474651699116e-146	2.10102157832564	0.694	0.093	4.25765255393685e-142
Mmp2	5.09566313384069e-146	1.76442386244062	0.982	0.264	6.83379382879375e-142
C3	5.07812394253424e-144	2.51597270567407	0.721	0.117	6.81027201933266e-140
Wisp2	9.1863160500824e-144	1.59034937508048	0.425	0.026	1.23197684547655e-139
Col3a1	6.04794045188427e-143	2.18350025747593	0.977	0.279	8.110892940022e-139
Apod	1.6857382591816e-139	1.50627720859217	0.562	0.057	2.26074357938844e-135
Mfap5	7.47956910413812e-139	1.5722541530988	0.858	0.162	1.00308501255596e-134
Thbs3	1.36016183589491e-136	1.20198144323023	0.566	0.063	1.82411303811866e-132
Entpd2	5.27996664349931e-136	1.01028577263089	0.429	0.029	7.08096326559692e-132
Fstl1	8.04661477958015e-136	1.77105009401478	0.991	0.275	1.07913150808949e-131
Scn7a	1.52687436132299e-135	1.08604373924996	0.511	0.048	2.04769120597027e-131
Tgfbr3	8.7332157203458e-133	1.11258656023455	0.516	0.052	1.17121156025558e-128
Bmper	1.27632827232195e-128	0.770561585067734	0.342	0.017	1.71168384601097e-124
Adamts5	2.72975396336566e-126	1.32264813522755	0.493	0.05	3.66087304026968e-122
C1ra	3.23936276440411e-126	1.34249596984194	0.676	0.111	4.34430940334236e-122
Adgrd1	2.89977974035885e-125	0.881353903223824	0.384	0.025	3.88889460979525e-121
Ppap2b	1.6201226518999e-124	1.75109464110152	0.804	0.179	2.17274648846296e-120
Serping1	7.31194932832024e-121	1.52339729138971	0.968	0.264	9.80605524421027e-117
Rnase4	1.00750579515508e-120	1.84245377873479	0.886	0.284	1.35116602188248e-116
Abi3bp	3.24801375868003e-118	1.3929248689833	0.644	0.099	4.35591125176578e-114
Galnt16	5.20002356467195e-117	0.749245036010865	0.297	0.013	6.97375160258155e-113
Prg4	9.26385494812184e-117	1.19885502713022	0.251	0.007	1.24237558709262e-112
Scara3	5.64906028258321e-114	1.03652368563442	0.425	0.039	7.57595474497234e-110
Ccl2	1.8343372635555e-112	2.2785275226595	0.849	0.235	2.46002970415429e-108
Il11ra1	9.47601337860566e-111	1.39036820817917	0.694	0.145	1.2708281542048e-106
Igf1	1.31274002680085e-109	1.4142620621289	0.548	0.078	1.76051564994261e-105
Ptgis	8.94459762100871e-109	0.741077337846436	0.311	0.017	1.19955998695348e-104
Scara5	8.29829180910156e-108	0.936291824443498	0.365	0.028	1.11288391451861e-103
Ace	6.18383885512441e-106	1.24564425031343	0.662	0.124	8.29314628860734e-102
Mfap2	3.44187331577754e-105	1.23466312004271	0.744	0.16	4.61589630378926e-101
Itm2a	1.08438191215713e-102	1.47393182889421	0.644	0.125	1.45426458239393e-98
Il6	2.28724223091549e-102	1.52761442460731	0.58	0.093	3.06742055588076e-98
