p_val	avg_logFC	pct.1	pct.2	p_val_adj
Ccl17	8.79153979925725e-235	3.27153988310599	0.7	0.023	1.17903340247839e-230
Napsa	1.48448491960387e-198	1.80299490110653	0.77	0.04	1.99084272568075e-194
Ccl22	5.25217972128922e-174	3.36834244467986	0.54	0.019	7.04369822422098e-170
Pkib	1.15697935548675e-152	1.46591058008702	0.5	0.019	1.55162501364328e-148
P2ry10	3.5989618834795e-152	1.1140556078377	0.72	0.044	4.82656778193435e-148
Myo1g	5.64548623895536e-133	1.53753689280388	0.82	0.076	7.57116159506303e-129
Ccr7	2.90968708392504e-129	2.67561225344143	0.57	0.035	3.90218134825187e-125
Htr7	1.29708679790362e-124	0.933577231397079	0.32	0.007	1.73952310466855e-120
Plbd1	2.12602324911811e-118	1.8146780863213	0.73	0.071	2.8512097793923e-114
Cytip	1.95408050928621e-116	2.39299120116663	0.96	0.159	2.62061737100374e-112
H2.Eb1	6.22442353898487e-109	1.83248212460295	0.78	0.09	8.3475744081326e-105
Pdcd1lg2	7.70187955193763e-108	1.16445830902508	0.41	0.019	1.03289906671036e-103
Irf5	3.19834154148786e-107	1.59934640092819	0.82	0.104	4.28929584128937e-103
Tbc1d4	1.25354853457226e-104	2.24165248082358	0.59	0.051	1.68113393971485e-100
Cd86	4.119974254371e-103	1.50275516620467	0.75	0.085	5.52529747253695e-99
Bcl2a1a	2.48271144705118e-102	1.16591560711418	0.58	0.046	3.32956432164034e-98
Ramp3	5.22726334990532e-102	1.84208180681053	0.69	0.073	7.01028287855803e-98
Klrb1b	1.50381913819006e-97	1.19547920464337	0.46	0.029	2.01677184622669e-93
Map3k14	8.89346967367639e-96	1.30168390284169	0.51	0.039	1.19270321793674e-91
Mcemp1	4.22268954026447e-92	0.769734343954222	0.33	0.014	5.66304894244869e-88
Rhof	3.07296412939477e-90	1.02412393905076	0.46	0.032	4.12115219393133e-86
Csf2rb	8.40957234000333e-89	1.91661347699447	0.98	0.212	1.12780774651785e-84
Cd74	1.37988582946486e-88	1.81834311597832	0.99	0.193	1.85056488589532e-84
Dcstamp	8.45410296924673e-86	1.6716122231902	0.7	0.089	1.13377974920568e-81
H2.Aa	2.78960674380638e-85	2.15694446128144	0.96	0.219	3.74114160411874e-81
Csf2rb2	7.20058005526628e-85	1.58921707904875	0.91	0.17	9.6566979121176e-81
Alox5ap	2.79481548432346e-81	1.3111900591646	0.75	0.105	3.7481270460262e-77
H2.Ab1	5.56073455335326e-77	2.23322687974394	0.95	0.258	7.45750110950206e-73
Cd83	1.91201888996873e-76	1.40193518482178	0.8	0.129	2.56420853333706e-72
Clec7a	8.46895106764253e-76	1.84580756833645	0.77	0.131	1.13577102768154e-71
Cd52	1.28050804007801e-75	1.32337074070351	0.88	0.161	1.71728933254862e-71
Pik3r6	4.63813434977698e-75	0.861168485302099	0.3	0.015	6.22020197648591e-71
Snx20	8.1859575828572e-75	1.10632894074149	0.58	0.066	1.09781877143698e-70
H2.DMa	1.10871566716043e-74	1.45049897256578	0.79	0.133	1.48689858122885e-70
Irf8	4.75129344417683e-72	1.48891578658718	0.63	0.086	6.37195963798554e-68
Il1r2	1.27129524930832e-70	1.76483392299295	0.72	0.12	1.70493405884739e-66
Pik3r5	2.5727335846475e-69	1.22757246602616	0.72	0.114	3.45029301037076e-65
Traf1	5.00490666722055e-69	1.25281884561186	0.63	0.089	6.71208033140948e-65
Il1b	6.29650951480859e-67	1.81533991928846	0.9	0.226	8.4442489103098e-63
Stat4	7.86541590025204e-66	0.818235340248988	0.3	0.018	1.0548309263828e-61
Bcl2a1b	1.14094802312015e-65	1.07296111073027	0.69	0.107	1.53012539380643e-61
H2.Ea.ps	1.77544455663005e-65	0.845925232867208	0.37	0.029	2.38104869489656e-61
Ctss	3.40794584383903e-64	1.08503788102783	0.97	0.209	4.57039617117252e-60
Malt1	4.60754970564562e-64	1.41827651405922	0.76	0.155	6.17918491024134e-60
Lcp1	5.85224618806663e-64	1.56109371191548	0.95	0.28	7.84844736281616e-60
Il7r	8.36324854725923e-64	1.12541916140337	0.61	0.086	1.12159526267294e-59
Plek	1.49010597966619e-62	1.19965096825139	0.89	0.198	1.99838112933033e-58
Itgax	4.32497613176045e-61	1.09093002326767	0.68	0.11	5.80022549030394e-57
Gpr171	5.61003248863338e-61	0.97314895896054	0.47	0.053	7.52361457050622e-57
Ncf1	9.0363293323847e-61	1.13009979550654	0.45	0.049	1.21186212676611e-56
Cst3	4.85152711185124e-59	2.29083419353026	1	0.735	6.5063830097037e-55
Nrros	1.0587211928079e-58	0.885581723708925	0.51	0.064	1.41985099167467e-54
H2.DMb1	3.10392436591139e-58	1.16991801366756	0.74	0.143	4.16267296712377e-54
Gpr183	7.11171318514666e-58	1.13694370724762	0.54	0.075	9.53751855260019e-54
Cbfa2t3	4.82826730664811e-57	1.0429983033829	0.4	0.042	6.47518928494578e-53
Mgl2	1.75976268543677e-56	1.30160416476019	0.48	0.061	2.36001773743925e-52
S100a4	5.8952669818498e-56	1.78622735543098	0.81	0.217	7.90614254935876e-52
Ifi30	7.05769140317059e-56	1.49763694377452	0.94	0.318	9.46506994079208e-52
Fmnl1	1.02800835305401e-55	0.85379532501752	0.56	0.083	1.37866200228073e-51
Cd207	3.46654896010324e-55	1.35154240209299	0.27	0.018	4.64898881039445e-51
Syngr2	1.0248402051228e-54	1.6702566569514	0.91	0.355	1.37441319909019e-50
