p_val	avg_logFC	pct.1	pct.2	p_val_adj
Krt5	0	3.49792639015312	0.917	0.066	0
Krt6a	8.79439278566816e-294	3.39495643317852	0.87	0.093	1.17941601648596e-289
Krt17	1.52922066616299e-289	2.89354812331045	0.884	0.1	2.05083783539118e-285
Col17a1	6.47751884755189e-279	1.79730430174539	0.714	0.046	8.68700052645184e-275
Lgals7	2.9540589591598e-273	3.03291273651456	0.86	0.1	3.96168847012921e-269
Krt14	1.73101765903429e-272	3.4329299355651	0.983	0.187	2.32146778253089e-268
Krt16	3.57012484394254e-234	3.25226851173986	0.681	0.059	4.78789442821135e-230
S100a14	3.69132812175985e-202	1.9922882083582	0.728	0.095	4.95044014409213e-198
Klk8	1.35265498308984e-194	1.90645184353794	0.777	0.115	1.81404559782178e-190
Sfn	2.24182636393616e-182	2.17374124013323	0.96	0.304	3.00651333667479e-178
Sprr1b	4.9095589438525e-180	2.84713973242672	0.435	0.022	6.58420949960059e-176
Perp	3.70498925185762e-171	2.24211343535975	0.86	0.226	4.96876108566626e-167
Dmkn	6.67170651572406e-163	2.2440014229259	0.515	0.048	8.94742560823754e-159
Lama3	8.18719449285494e-158	1.49975993351364	0.651	0.092	1.09798465343678e-153
Tns4	2.65465869009597e-147	1.38120947219332	0.601	0.084	3.56016276928771e-143
Dsp	1.61093700193113e-138	1.76852668963889	0.764	0.188	2.16042761328983e-134
Anxa8	2.12409755827592e-136	1.40364440942713	0.618	0.101	2.84862723540384e-132
Il24	6.37769479827823e-136	1.87571615563999	0.482	0.054	8.55312649397094e-132
Lypd3	1.79148112038422e-134	1.78897390918048	0.708	0.143	2.40255533054728e-130
Trim29	1.38001413401857e-133	0.935458259373691	0.346	0.02	1.85073695513231e-129
Aqp3	2.00783944743896e-130	1.53038227711307	0.512	0.065	2.69271348296039e-126
Serpinb5	1.93478985501855e-126	1.3186901725496	0.631	0.119	2.59474667456538e-122
Dynap	8.08632301069863e-126	1.41543788144549	0.568	0.086	1.08445677896479e-121
Urah	9.06219077979728e-126	1.54938777388304	0.664	0.137	1.21533040547861e-121
Pkp1	1.32424996626478e-125	1.27647399165441	0.645	0.125	1.77595162975769e-121
Plch2	6.53972524467183e-122	0.666569269050626	0.272	0.01	8.7704255256294e-118
Car12	3.88807744647573e-120	1.07984960539565	0.412	0.041	5.2143006634686e-116
Lmo1	4.45195531292428e-116	0.997246887306303	0.412	0.043	5.97051727016275e-112
Lamb3	1.02501406082474e-109	1.53395972108771	0.701	0.18	1.37464635697206e-105
Padi3	9.81542220507507e-106	0.913462635268177	0.319	0.024	1.31634627192262e-101
Fgfbp1	1.55940860941339e-105	0.789181300933399	0.259	0.013	2.09132288608429e-101
