p_val	avg_logFC	pct.1	pct.2	p_val_adj
Krt5	0	3.56700391268182	0.906	0.065	0
Col17a1	0	2.13357942991135	0.748	0.04	0
Krt17	1.12933962956491e-307	2.84103450581208	0.9	0.096	1.5145573772095e-303
Krt6a	6.46225578920833e-307	3.46403196082307	0.877	0.091	8.66653123890729e-303
Krt14	5.19213418776429e-283	3.47945170926483	0.987	0.184	6.96317115921069e-279
Lgals7	4.56762408223864e-275	2.91502162882185	0.854	0.098	6.12564065669025e-271
Krt16	1.65444834905294e-258	3.29773989570203	0.702	0.056	2.2187806809149e-254
Klk8	2.41452805903513e-214	1.97361204114817	0.796	0.111	3.23812357997201e-210
S100a14	1.81830725407301e-198	1.94226858432187	0.715	0.095	2.43853185843732e-194
Sprr1b	1.64486045125914e-193	2.86479814063692	0.443	0.02	2.20592235118364e-189
Sfn	4.12107241565666e-191	2.19678692412889	0.968	0.302	5.52677021663715e-187
Perp	3.82809494669093e-184	2.29417002511283	0.877	0.222	5.13385813300721e-180
Lama3	2.00848686191348e-180	1.6502397672853	0.676	0.087	2.69358173051217e-176
Dmkn	3.53989683814052e-170	2.26783169112076	0.518	0.046	4.74735564963026e-166
Tns4	2.96840256305382e-156	1.3526450375532	0.608	0.082	3.98092467731147e-152
Dsp	3.99776960350667e-150	1.78931588097395	0.78	0.185	5.36140881526279e-146
Dynap	5.10841507490944e-149	1.56856742506584	0.599	0.082	6.85089545696106e-145
Il24	2.90821312150917e-145	1.87905311672961	0.489	0.052	3.90020461725595e-141
Anxa8	8.58665824663402e-145	1.2919462599455	0.628	0.098	1.15155673745609e-140
Lypd3	4.27266608426788e-144	1.81055379204698	0.718	0.14	5.73007248561166e-140
Trim29	6.15989895900743e-144	0.928755769457729	0.353	0.018	8.26104049392487e-140
Pkp1	1.50087275571695e-137	1.30729504442742	0.66	0.122	2.012820452692e-133
Serpinb5	2.1833203566399e-134	1.27971573399066	0.641	0.116	2.92805093028977e-130
Lmo1	4.78121923734343e-133	1.03876179642761	0.43	0.04	6.41209311920127e-129
Lamb3	1.6749497961938e-132	1.7620196840059	0.738	0.174	2.2462751716755e-128
Plch2	1.33343400707575e-131	0.665322606785132	0.278	0.009	1.78826834688929e-127
Urah	1.52552966928159e-129	1.51214288180297	0.667	0.135	2.04588783947354e-125
Aqp3	1.76821920720891e-129	1.5009921305269	0.505	0.064	2.37135877878786e-125
Car12	5.04621959540543e-125	1.07039965238474	0.414	0.04	6.76748509939823e-121
Padi3	1.01433586681036e-120	0.939778374552393	0.333	0.022	1.36032583097938e-116
Itgb4	6.06402048823684e-119	1.54427706576271	0.728	0.188	8.13245787677443e-115
Fgfbp1	1.50647580268476e-114	0.750563000145688	0.265	0.011	2.02033469898053e-110
Wnt10a	3.62052553169559e-114	0.798230512157365	0.311	0.02	4.85548679055696e-110
Cdh3	1.93189476297762e-109	0.691034312025661	0.343	0.029	2.59086406662928e-105
Crabp2	8.6049668694014e-104	1.49446840746181	0.595	0.135	1.15401210685542e-99
Cpe	8.78263555739819e-102	1.21141367698905	0.786	0.243	1.17783925460267e-97
Bnc1	1.57123208980266e-100	0.891284357269045	0.395	0.049	2.10717935563435e-96
Pkp3	1.51229325491774e-98	1.10829392629065	0.709	0.187	2.02813648417019e-94
Atg9b	4.37011426325716e-98	0.869305517242054	0.489	0.079	5.86076023845418e-94
Sprr1a	2.24071485203071e-97	2.47305392254511	0.434	0.064	3.00502268805838e-93
Tmem40	9.09825670687075e-96	0.943977536656146	0.466	0.076	1.22016720695844e-91
Irf6	5.17392314000488e-95	1.15454506331896	0.55	0.118	6.93874832306054e-91
Fam83g	6.02437780345422e-95	1.17130425284942	0.631	0.168	8.07929307221246e-91
Fxyd3	8.62536559764194e-95	1.17946320953667	0.841	0.258	1.15674778029976e-90
Sncg	1.65261673928816e-89	1.06730322576651	0.424	0.064	2.21632430905936e-85
Ly6d	7.21662540849412e-87	2.5080547775904	0.424	0.072	9.67821633533146e-83
Plek2	9.33039855534899e-87	0.807052567187717	0.408	0.062	1.25129975025785e-82
Pthlh	1.41550363141739e-86	1.23739799117773	0.466	0.088	1.89833192009386e-82
Sult2b1	5.82456085659974e-86	0.89371635829941	0.356	0.046	7.81131856478591e-82
Gsta4	9.63892541490673e-84	1.58657112198112	0.337	0.043	1.29267628739314e-79
Lad1	1.30336758534259e-83	0.995064951336364	0.644	0.182	1.74794626870295e-79
Tpm2	7.34962272126581e-83	1.17717061760492	0.735	0.252	9.85657903148958e-79
Pard6g	8.704378404881e-82	0.663535174560624	0.375	0.056	1.16734418787859e-77
Lamc2	1.65720189966291e-81	1.62524450860859	0.67	0.222	2.22247346763793e-77
Col18a1	1.56032775604592e-80	1.31771380953546	0.744	0.27	2.09255555363318e-76
Tuba4a	2.0259008677187e-80	1.09008658693467	0.819	0.351	2.71693565369755e-76
Klk6	1.03773623947091e-73	1.87868860968048	0.375	0.062	1.39170807075444e-69
Hspb1	5.68128844142484e-73	0.945719087224637	0.854	0.354	7.61917592879485e-69
Sdc1	8.57408282543757e-73	1.08368919388325	0.848	0.47	1.14987024771943e-68
S100a6	3.24034392153172e-72	0.946542792992805	0.971	0.735	4.34562523316619e-68
