p_val	avg_logFC	pct.1	pct.2	p_val_adj
Rgs5	6.14965029809625e-266	2.546091603232	0.485	0.004	8.24729601477688e-262
Esam	1.01917341788461e-154	1.59882912196847	0.465	0.015	1.36681347072506e-150
Apold1	7.65511744670924e-125	1.66449793278693	0.556	0.033	1.02662780077818e-120
Gm13889	1.52656048272106e-106	2.49477224567691	0.586	0.049	2.04727026337722e-102
Fabp4	6.41421093724152e-96	1.4573203157754	0.394	0.021	8.60209828793461e-92
Abcc9	1.92098018807321e-94	1.64961144766745	0.333	0.014	2.57622653022499e-90
Rgs4	7.08850439823237e-84	1.33649466387726	0.313	0.014	9.50639324846943e-80
Adgrf5	3.25918418985807e-73	1.37518718312785	0.394	0.031	4.37089191701865e-69
Sparcl1	2.07982758512598e-68	2.59513785185774	0.778	0.169	2.78925677441246e-64
Nid2	6.88575896634118e-56	1.59283307527692	0.343	0.031	9.23449134976016e-52
Atp1b2	8.20688541552222e-56	0.9564616803551	0.293	0.022	1.10062540307569e-51
Epas1	2.35304686114758e-54	1.66574900431746	0.677	0.153	3.15567114548502e-50
Des	9.7328684071144e-53	0.764929727847638	0.253	0.016	1.30527498207811e-48
Mylk	2.23645277993903e-52	1.31296329612512	0.374	0.041	2.99930682317623e-48
Col4a1	3.30265037741305e-52	2.27004811016013	0.909	0.399	4.42918442114864e-48
Kcne4	1.87177555000401e-51	1.62484154965516	0.333	0.032	2.51023819011038e-47
Col4a2	4.48281643704502e-48	2.10900317199284	0.859	0.343	6.01190512372108e-44
Plvap	7.16142265634471e-44	1.37165855926782	0.263	0.023	9.60418392442389e-40
Mcam	4.28246400137555e-43	1.62335769115136	0.596	0.143	5.74321247224475e-39
Notch3	7.56119653051799e-41	1.47373799672967	0.414	0.067	1.01403206670777e-36
Sema6d	1.14571466519513e-40	0.941322553988718	0.263	0.025	1.53651793749319e-36
Adamts9	2.77710509484721e-40	0.971060837807196	0.303	0.034	3.72437564269959e-36
Igfbp7	3.16265850689872e-40	1.4385636523868	0.98	0.513	4.24144132360187e-36
Gjc1	1.27978940796194e-39	0.857747091224991	0.323	0.04	1.71632557501776e-35
Mtus1	6.61878862444514e-38	1.09192008833264	0.364	0.055	8.87645742424338e-34
Col18a1	7.85264494378516e-38	1.04266526889505	0.859	0.298	1.05311821341103e-33
Flt1	3.23325212011302e-36	0.830720517249688	0.263	0.029	4.33611441828356e-32
Sept4	2.47668389636213e-35	0.953565621722477	0.313	0.043	3.32148077341125e-31
Itga7	1.38781805359815e-30	1.1437247286106	0.354	0.063	1.86120279168048e-26
Vim	2.11460695910293e-29	0.983367416085141	0.98	0.713	2.83589939285294e-25
Cygb	4.55873370774205e-28	1.38644436908832	0.545	0.164	6.11371777545286e-24
Il6	4.43326962416657e-27	2.31180894712895	0.455	0.116	5.94545789296979e-23
S1pr3	6.98516975902991e-27	1.43835511152226	0.434	0.106	9.36781116383501e-23
Adamts1	2.87508443496827e-26	1.20384035417727	0.758	0.329	3.85577573573595e-22
Timp3	1.20121889120322e-25	1.13616519916382	0.596	0.194	1.61095465499264e-21
Id3	1.55899494659635e-24	1.48393768892179	0.515	0.157	2.09076812288036e-20
Ltbp4	3.55432798433421e-23	1.15372603645499	0.485	0.148	4.7667092597906e-19
Lrrc32	6.19420764993529e-23	1.15917042903042	0.434	0.119	8.30705187932821e-19
Akap12	4.2721231321147e-22	0.933435827822777	0.303	0.062	5.72934433247902e-18
Gng11	1.33240539169666e-21	1.23746627020466	0.545	0.2	1.78688887080439e-17
Rhoj	1.81052805363743e-20	0.801928002277787	0.424	0.124	2.42809917273315e-16
Gnb4	2.75445447323021e-19	0.961794623186205	0.354	0.093	3.69399889404903e-15
Sh2b3	2.87991335024549e-19	0.788799116133286	0.444	0.145	3.86225179401422e-15
Gem	2.96109005813244e-19	1.04608157175158	0.657	0.308	3.97111787696142e-15
Meg3	3.47744752883403e-19	0.880361937001975	0.586	0.218	4.66360488091931e-15
Lgals3	6.82088694013082e-19	-1.5967526534132	0.313	0.733	9.14749147540945e-15
Ptp4a3	2.94368581392573e-18	1.10913155602296	0.333	0.088	3.94777704505579e-14
Serpine2	4.87463910171875e-18	1.18618707123763	0.727	0.41	6.53737849931501e-14
Thy1	7.32801197094311e-18	0.850673506252826	0.687	0.298	9.82759685423181e-14
Sptbn1	7.5400144288641e-18	1.00611873152926	0.687	0.388	1.01119133505496e-13
