p_val	avg_logFC	pct.1	pct.2	p_val_adj
Cited1	3.88023039331157e-267	1.85076241559645	0.56	0.009	5.20377698047015e-263
Foxa1	3.4965936263178e-241	1.25905407888446	0.578	0.013	4.6892817122548e-237
Ffar4	3.07477949875013e-226	1.3409177864395	0.5	0.009	4.1235867857738e-222
Gipc2	5.8740290066268e-223	1.41145359543879	0.612	0.019	7.8776603007872e-219
Tspan1	6.13065024924596e-221	1.40795590397095	0.569	0.015	8.22181504926376e-217
Cldn6	1.25157060880158e-210	1.31917152028746	0.466	0.008	1.6784813434638e-206
Prlr	1.80235955092099e-196	1.86668834260759	0.655	0.03	2.41714439374015e-192
Mum1l1	3.06061913909532e-192	1.62421676828483	0.509	0.015	4.10459632744074e-188
Cxcl15	6.83806224847845e-162	0.72768294245007	0.293	0.002	9.17052528143445e-158
Pcp4	3.88891250995264e-152	1.6736139738657	0.336	0.006	5.21542056709749e-148
Vill	4.91557988018536e-149	0.953715979223188	0.466	0.018	6.59228417731658e-145
Itih2	9.46977605564479e-149	0.733468978316676	0.302	0.004	1.26999166682252e-144
Tmem56	3.06431908770405e-144	1.09989828894	0.44	0.016	4.1095583285199e-140
Scnn1a	5.68242833521728e-141	0.554545614934193	0.284	0.004	7.6207046403599e-137
Krt19	2.7152479983645e-140	3.25792386069365	0.991	0.178	3.64141909060663e-136
Cxcl17	2.70175208164046e-139	0.740487321371314	0.276	0.003	3.62331971668802e-135
Fam25c	2.92502854843235e-132	1.1290100502229	0.397	0.014	3.92275578630262e-128
AW112010	1.22584544320832e-130	2.06419958797992	0.759	0.078	1.64398132388668e-126
Ggt1	5.417513783816e-129	0.979983941780336	0.371	0.012	7.26542773547564e-125
Msx2	9.32300540578377e-125	0.624875779948912	0.328	0.009	1.25030825496966e-120
X2210407C18Rik	8.42321672625963e-124	1.72049420341084	0.353	0.012	1.12963759515868e-119
Fgg	3.12661195561186e-121	1.36461597931985	0.371	0.014	4.19309929367107e-117
Podxl	9.86845569528449e-120	1.06008325063611	0.5	0.031	1.3234585932946e-115
Plekhs1	1.5632704026298e-115	1.18272504383958	0.362	0.014	2.09650193696683e-111
Lmo7	4.30956754200616e-115	1.2906424178863	0.543	0.042	5.77956103058446e-111
Rasgrf1	2.450427103566e-113	0.580034457520029	0.293	0.008	3.28626778859236e-109
Fgfr2	2.47098848917607e-104	1.12044876941225	0.509	0.04	3.31384266283403e-100
Muc13	1.65900852883402e-103	1.12962000887567	0.302	0.01	2.22489633801931e-99
Wfdc2	1.3204339993679e-100	1.99425748722717	0.879	0.163	1.77083403655229e-96
Stc2	5.77872809803499e-98	1.02592234567006	0.44	0.03	7.74985225227473e-94
Capsl	1.87221934757304e-88	0.493482267562789	0.267	0.01	2.5108333670302e-84
Cdo1	1.26902168680605e-87	0.835917371698409	0.328	0.017	1.70188498417559e-83
Myh14	1.51345326585024e-85	1.23626490204786	0.552	0.062	2.02969217483175e-81
Mtmr7	6.81379167535232e-82	0.712778188050677	0.302	0.015	9.13797601581499e-78
Pgr	5.16666803288563e-81	0.511305884176335	0.259	0.01	6.92901849890292e-77
Tnip3	7.8280104140063e-81	1.37002300092132	0.474	0.047	1.04981447662239e-76
Bik	2.97777597854942e-80	0.636802279618001	0.328	0.019	3.99349536483263e-76
Mboat1	3.62967389768741e-78	1.09022356768189	0.543	0.066	4.86775566418859e-74
Tacstd2	4.14400987086984e-77	1.51071520295273	0.724	0.128	5.55753163782354e-73
Elf3	2.19721907318613e-71	1.01414892755682	0.569	0.079	2.94669049904991e-67
Tmem30b	2.34987697173334e-70	0.644440407118089	0.345	0.026	3.15142000679158e-66
Il33	5.56058635386573e-70	1.59541494062285	0.586	0.085	7.45730235916933e-66
Tspan13	9.29453120958793e-70	1.58358300898896	0.716	0.144	1.24648958051784e-65
Casz1	4.92164845198936e-69	0.821018592657244	0.457	0.05	6.60042273896293e-65
Cldn4	5.91277211377392e-69	2.10681121537917	0.836	0.239	7.9296186817822e-65
Cldn7	3.33395861180561e-65	1.06417549242377	0.655	0.116	4.4711718942925e-61
Wnt4	5.38025445831551e-65	1.1839584950026	0.414	0.044	7.21545925404693e-61
Cldn3	7.5480043656355e-65	1.53698488019143	0.819	0.207	1.01226286547538e-60
Cdk18	1.91174457374033e-64	0.914770489735892	0.509	0.07	2.56384064784316e-60
Krt18	4.41094275347353e-64	1.75479747390488	0.974	0.415	5.91551532668335e-60
Dkkl1	1.62248671857248e-63	0.605826480631145	0.336	0.028	2.17591693827756e-59
Clca3a2	8.36296806381388e-63	1.92016684950172	0.681	0.14	1.12155764703808e-58
Lama5	9.45103995235976e-63	1.81637908376703	0.81	0.221	1.26747896801097e-58
Capn5	3.93987754088337e-61	0.737423924559141	0.353	0.033	5.28376977007868e-57
Rhpn2	7.51356628528877e-61	0.974093319727879	0.448	0.055	1.00764437452008e-56
Clu	1.1507945129473e-59	1.88660874014066	0.905	0.302	1.54333052131362e-55
Krt8	7.07715958305329e-53	1.57998082427527	0.897	0.363	9.49117871683277e-49
Tmprss2	8.31145078142518e-53	0.474971010448559	0.267	0.021	1.11464866429693e-48
Sytl2	2.17564592382258e-51	0.811380621749088	0.284	0.025	2.91775874843846e-47
Slpi	4.76716733553285e-50	1.84819335369383	0.81	0.272	6.3932481136831e-46
Slc12a2	5.43903310501173e-50	1.47672455308845	0.672	0.176	7.29428729713123e-46
Hid1	4.23333766853568e-49	0.618308382006876	0.302	0.03	5.6773291472732e-45
Krt7	2.9889020729034e-48	1.22345833709225	0.862	0.283	4.00841656997074e-44
Ly6d	2.93088648465582e-47	0.704185668215735	0.517	0.091	3.93061186457192e-43
Cmtm8	4.20909425226785e-47	0.709001221012628	0.379	0.051	5.64481630171641e-43
Mtss1	2.01161427792488e-46	1.45633558980452	0.681	0.194	2.69777590812505e-42
Crb3	4.88902541501142e-46	1.10673643734825	0.517	0.099	6.55667198407182e-42
Cgn	1.28626172838824e-45	0.57902270111877	0.345	0.043	1.72500560394147e-41
Dnajc12	3.19216160251998e-42	0.414362822100387	0.276	0.028	4.28100792513954e-38
Prss8	3.30180162505295e-42	0.601314898065506	0.388	0.059	4.42804615935852e-38
Ocln	4.53073332699716e-41	0.527512080961305	0.353	0.05	6.07616646483589e-37
Areg	7.00343992756386e-41	1.65267328637283	0.741	0.269	9.39231328685589e-37
Samd5	1.63738474348475e-40	0.315479482028159	0.259	0.027	2.19589667948739e-36
Tnk1	2.48335664110106e-40	0.821982085661644	0.414	0.07	3.33042959138063e-36
Clip4	3.67112615718948e-40	0.634070999501819	0.362	0.053	4.92334728940681e-36
Sprr1a	7.40373910644683e-40	1.11810636871307	0.457	0.086	9.92915451565585e-36
Wnt7b	1.00399087917193e-39	1.01419353492958	0.603	0.152	1.34645216805747e-35
Spint2	1.72775992189276e-39	1.05062247871511	0.845	0.325	2.31709883125037e-35
Ly6a	8.00945888665107e-39	1.36971662309034	0.767	0.282	1.07414853128877e-34
Ezr	8.80328675106297e-39	1.49179789564905	0.828	0.48	1.18060878618505e-34
Kcnk1	1.19112805627323e-38	0.768821871419276	0.448	0.088	1.59742183626803e-34
Cdh1	6.16639939001804e-38	1.2836051402246	0.759	0.278	8.26975822195319e-34
Prom2	1.15256990075681e-37	0.412310273736959	0.267	0.031	1.54571149390496e-33
Padi2	4.03267070694721e-37	0.62749865480542	0.31	0.043	5.4082146850869e-33
Spint1	6.24295198103402e-37	0.851668875750867	0.569	0.142	8.37242290176473e-33
S100a6	7.85172351412012e-37	1.05371696699434	0.974	0.75	1.05299464047865e-32
Slc7a2	1.18960781726129e-36	0.834809317229894	0.448	0.091	1.59538304372911e-32
Itgb6	2.95490412931879e-36	0.574352696412666	0.276	0.035	3.96282192782943e-32
Trp53inp1	3.32394077142286e-36	1.1055061315056	0.5	0.121	4.4577369685552e-32
Epcam	1.82166960087926e-35	1.03743666089561	0.853	0.357	2.44304110173918e-31
St14	4.54545044017576e-35	0.941129280247914	0.655	0.194	6.09590358531971e-31
Nupr1	6.23132325156795e-35	1.70727740229268	0.793	0.403	8.35682761267777e-31
Cblc	6.26555928170773e-35	0.590734469535761	0.276	0.036	8.40274155269824e-31
Chdh	8.20239978156204e-35	0.426746289467591	0.259	0.031	1.10002383470528e-30
Fam210b	1.29738244403226e-34	0.620573445659476	0.388	0.072	1.73991959569166e-30
Dsg2	2.38919170864785e-34	0.808822416985044	0.526	0.13	3.20414500046763e-30
Cldn10	1.51652705277404e-33	0.64141828357297	0.284	0.039	2.03381443047526e-29
Epgn	2.05378506121518e-33	0.853815457529681	0.293	0.043	2.75433114559567e-29
Nek7	4.18682633126654e-33	0.67116577857674	0.457	0.103	5.61495279286155e-29
Vim	1.69797830128161e-32	-2.43518768599658	0.224	0.74	2.27715869984876e-28
Bzw2	6.40906645979692e-32	0.907458734246658	0.672	0.237	8.59519902923365e-28
Acsbg1	1.26851926910132e-31	0.432382395943371	0.345	0.06	1.70121119179179e-27
Cxadr	2.95301852506646e-31	0.845398513017158	0.595	0.178	3.96029314396663e-27
Man1a	3.45934522983694e-31	1.40920183142667	0.629	0.236	4.63932788773432e-27
Ddr1	5.92766530204717e-31	0.769018221514435	0.569	0.168	7.94959193657546e-27
Med24	1.15025090653238e-30	1.0988575310844	0.526	0.143	1.54260149075058e-26
F11r	1.21376504075868e-30	0.92556887214098	0.698	0.252	1.62778029616146e-26
Calm1	3.69217015890167e-30	-1.34482557903935	0.56	0.839	4.95156940010303e-26
Tgm2	9.57651485355657e-30	1.37342530345284	0.724	0.328	1.28430640701047e-25
Bspry	1.02865752756312e-29	0.642642158260065	0.267	0.04	1.3795326102149e-25
Cd164	2.0291330495597e-29	1.18089171109907	0.819	0.537	2.72127033276451e-25
Cd24a	2.29382004810008e-29	1.16020450753942	0.75	0.344	3.07624206650702e-25
Sort1	6.68552414526528e-29	0.441041303675999	0.319	0.057	8.96595643121527e-25
Ptprf	7.09907801310534e-29	0.889879600536497	0.681	0.25	9.52057352337557e-25
Grb7	1.83282559288456e-28	0.392003595877254	0.31	0.054	2.45800240261748e-24
Cd44	4.40151141386653e-28	-1.67935385086147	0.414	0.759	5.9028669571364e-24
Pvrl4	4.43497270223281e-28	0.484322704132513	0.362	0.074	5.94774189096442e-24
Mgst3	4.48717513998658e-28	0.820836751794805	0.44	0.112	6.017750580236e-24
X4930523C07Rik	6.28257779048739e-28	1.08016149385425	0.578	0.2	8.42556507482263e-24
Vav3	7.44845220443673e-28	0.431476459409408	0.319	0.058	9.9891192513701e-24
Id3	9.5533595456617e-28	1.05361207354205	0.534	0.154	1.28120104866869e-23
Stap2	1.53555909628324e-27	0.762074357139437	0.414	0.098	2.05933830402546e-23
Adam10	1.59765895342541e-27	0.94359351796269	0.638	0.246	2.14262042243882e-23
Irf6	2.45514118000415e-27	0.616785460688552	0.526	0.146	3.29258983650356e-23
Esrp1	8.73229936513112e-27	0.523699888189877	0.448	0.111	1.17108866785773e-22
Tom1l1	1.07340687219155e-26	0.494863833732611	0.345	0.072	1.43954595629609e-22
Hp	1.36913126242338e-26	0.821509655745057	0.328	0.063	1.83614193603599e-22
Lzts2	1.85407246384491e-26	0.788024327716385	0.578	0.195	2.48649658126241e-22
Tmed3	2.60727835790355e-26	1.30389370849281	0.733	0.391	3.49662100578445e-22
Arhgef17	3.89981651764282e-26	0.582795353345384	0.431	0.11	5.23004393181079e-22
Rab25	4.47282277852506e-26	0.832474355502153	0.44	0.112	5.99850262827996e-22
Cav2	4.73583979375843e-26	0.652117414024754	0.466	0.128	6.35123474740943e-22
Lsr	6.94774697571622e-26	0.69779171453202	0.655	0.234	9.31762346913302e-22
Tuft1	7.06352724246059e-26	0.760958955561488	0.353	0.079	9.47289638486389e-22
Hspb1	7.16599469811356e-26	1.01560801331421	0.784	0.388	9.6103154896401e-22
Sfn	9.93955039469656e-26	0.780628266164644	0.793	0.351	1.33299310343276e-21
Lpcat4	1.03113918538228e-25	0.404317265130365	0.293	0.054	1.38286076151617e-21
Fam220a	1.35196870997607e-25	0.590293117105581	0.319	0.065	1.81312523694891e-21
Efna1	2.67280375969019e-25	0.783470800202114	0.491	0.143	3.58449712212052e-21
Ehf	3.13533712491797e-25	0.508700016327737	0.397	0.094	4.20480061822749e-21
Gsr	3.22355458392983e-25	0.713548204916142	0.543	0.181	4.3231090525083e-21
Cnksr1	4.87828154946761e-25	0.423770999320286	0.431	0.109	6.54226338599102e-21
Il18r1	1.21731453788049e-24	0.469298867922992	0.284	0.052	1.63254052675152e-20
Nedd4l	3.03898693638325e-24	0.746725911135653	0.517	0.171	4.07558538038357e-20
Rab15	3.73297567363962e-24	0.751397991224185	0.474	0.143	5.00629367591809e-20
Cdc42ep5	4.74082403708973e-24	0.441774880675176	0.284	0.055	6.35791911614103e-20
Lgals3	6.07335667327344e-24	0.949453061029163	0.888	0.713	8.144978634527e-20
Sdc4	7.71066262081366e-24	1.07596486800748	0.784	0.565	1.03407696407732e-19
Card10	1.31395192934504e-23	0.713831853355676	0.44	0.121	1.76214093244463e-19
Gjb3	1.67391259117399e-23	0.722199477380995	0.474	0.137	2.24488417602344e-19
Ripk4	1.88323733671207e-23	0.580521683815378	0.379	0.096	2.52560959226456e-19
Prom1	1.89567545450952e-23	0.532921864347997	0.276	0.053	2.54229035204272e-19
S100a14	2.53168213288552e-23	0.582332955706817	0.5	0.142	3.39523890841277e-19
Gjb4	4.01201236621795e-23	0.778564774299543	0.405	0.107	5.3805097843349e-19
Ppl	5.83573945623481e-23	0.970343588972901	0.388	0.096	7.82631018475651e-19
Rab11fip1	7.19082467168095e-23	0.578122421370072	0.491	0.148	9.64361496719132e-19
Sdcbp2	8.45004104399714e-23	0.372923265962353	0.284	0.055	1.13323500441046e-18
Eps8l2	9.87274765956004e-23	0.736982860285366	0.534	0.171	1.3240341886236e-18
Crip2	2.25496863198053e-22	0.858173023558755	0.784	0.43	3.02413843234909e-18
Fam43a	2.71751467147905e-22	0.508584006964367	0.319	0.071	3.64445892592055e-18
Stard10	3.24428356181968e-22	0.567587194299729	0.491	0.153	4.35090868475638e-18
Ralgds	3.44885053762514e-22	0.763752024400762	0.759	0.393	4.62525345600908e-18
Ovol1	3.98003168159184e-22	0.459091296568768	0.293	0.061	5.33762048818281e-18
Cst3	4.85346637218523e-22	-1.79697348894989	0.483	0.754	6.50898375173762e-18
Bhlhe41	5.2148424951017e-22	0.723193904457851	0.431	0.127	6.99362527018089e-18
Zfp710	1.61526884093069e-21	0.396390479356046	0.276	0.055	2.16623704257215e-17
Gcnt2	2.76499629988843e-21	0.495902426460222	0.5	0.159	3.70813653778038e-17
Fth1	3.23766530350684e-21	-1.47085822733781	0.871	0.968	4.34203293853303e-17
Fam83h	3.2674276006566e-21	0.419795754216153	0.422	0.12	4.38194715524057e-17
Me1	3.56052423641371e-21	0.725205472794409	0.448	0.141	4.77501905345443e-17
Bcar1	1.342280228747e-20	0.78177906257664	0.56	0.219	1.80013201477261e-16
Etl4	2.68581167888375e-20	0.607127619042831	0.31	0.074	3.601942042551e-16
Tnf	2.99223793055188e-20	-0.256119961694123	0.491	0.155	4.01289028866313e-16
Pkp2	3.28726076847683e-20	0.385603734555375	0.284	0.063	4.40854541660428e-16
Mapk13	3.45796611054966e-20	0.772341569190423	0.388	0.107	4.63747835085814e-16
Bcl6	6.64135161807915e-20	0.604027204142958	0.388	0.11	8.90671665500594e-16
Lad1	6.85993243439225e-20	0.588101235090787	0.595	0.213	9.19985538776345e-16
Rps26	8.50741497956983e-20	0.587737485220011	0.966	0.881	1.14092942291011e-15
Sorl1	1.07710439479179e-19	0.334063521203719	0.284	0.061	1.44450470385527e-15
Atp1b1	1.09658305350833e-19	0.401411552701433	0.388	0.105	1.47062753306003e-15
Sgms2	1.11462152898371e-19	0.596705218554396	0.569	0.221	1.49481893252005e-15
Trp53i11	1.3668947219738e-19	0.554374267808507	0.474	0.156	1.83314251163907e-15
Qtrt1	1.37303229562151e-19	0.719853149593035	0.431	0.132	1.841373611658e-15
Large	1.41230195458679e-19	0.561172572389423	0.328	0.085	1.89403815129634e-15
Ccdc120	1.57538472799192e-19	0.576375672373594	0.319	0.08	2.11274845870997e-15
Gata3	1.75938509764552e-19	0.763736109220861	0.466	0.15	2.3595113544524e-15
Psmb8	1.79388465941055e-19	0.612002364115131	0.655	0.284	2.40577871673549e-15
Agps	2.19565860178655e-19	0.821319740136703	0.466	0.167	2.94459775085594e-15
Plekhg3	2.30009868258181e-19	0.512627978174457	0.457	0.15	3.08466234321047e-15
Anln	2.40342607955751e-19	0.314155772264901	0.259	0.054	3.22323471529458e-15
Numa1	2.57449483854706e-19	0.643250418784882	0.543	0.21	3.45265502797547e-15
F3	3.27319506079762e-19	1.34373707390078	0.603	0.287	4.38968189603569e-15
Ssh3	3.44132071574096e-19	0.567898611863486	0.276	0.061	4.6151552118802e-15
Nck2	4.01386118150588e-19	0.778288079491828	0.509	0.195	5.38298923051753e-15
Macc1	4.87921207703189e-19	0.403323337184023	0.267	0.059	6.54351131650747e-15
Manba	1.25728497176522e-18	0.336864128866196	0.293	0.069	1.68614487563433e-14
Jup	1.65940629078833e-18	0.681601589243771	0.69	0.335	2.22542977657622e-14
Rtkn	1.88527245663382e-18	0.511337241388021	0.466	0.161	2.52833889159161e-14
Hagh	2.42272064820169e-18	0.496934734939011	0.474	0.162	3.24911066130329e-14
Tnk2	2.7145409006807e-18	0.638659726195694	0.612	0.246	3.64047080190289e-14
Tap2	3.62226141608701e-18	0.486378090735629	0.466	0.162	4.8578147851143e-14
Camsap3	4.07836259257798e-18	0.369352609644476	0.259	0.057	5.46949207290633e-14
Igfbp7	4.84575482007858e-18	-2.55897316940217	0.155	0.542	6.49864178920738e-14
Csnk1e	5.34150688000058e-18	0.748276405265533	0.664	0.35	7.16349487676878e-14
Axl	5.87501602722817e-18	-1.35124228327975	0.034	0.452	7.8789839941157e-14
Nipal1	5.98948832581975e-18	0.453015165373401	0.31	0.081	8.03250279375687e-14
Psmb9	6.23605592106585e-18	0.482149235519191	0.353	0.096	8.36317459574142e-14
Pkp3	7.82015269359629e-18	0.467808245877891	0.595	0.224	1.0487606777382e-13
Tm4sf1	9.19606215650392e-18	0.89011363692163	0.784	0.453	1.23328389580874e-13
Sparc	9.89722880777096e-18	-2.14032453045762	0.216	0.574	1.32731735541016e-13
Alcam	1.11836259872851e-17	0.559369347547238	0.5	0.179	1.49983608115481e-13
Pvrl2	1.16792088541523e-17	0.66031441311408	0.483	0.18	1.56629869943036e-13
Prkcdbp	1.21139748139964e-17	1.05089534900806	0.578	0.247	1.62460516230506e-13
Nipal2	1.34450196486315e-17	0.295832780364644	0.293	0.072	1.80311158507798e-13
Tmem86a	1.37001417952033e-17	1.26768198451224	0.397	0.135	1.83732601615472e-13
AI661453	1.38805158746791e-17	0.323784709519718	0.267	0.062	1.86151598395321e-13
Tmc4	1.44334284328318e-17	0.465098491041572	0.414	0.133	1.93566708712707e-13
Cotl1	2.0961756018037e-17	-1.28899402910622	0.224	0.599	2.81118109957894e-13
Fhl2	2.13113316607406e-17	0.717799330047679	0.578	0.246	2.85806268902192e-13
Acadm	2.37499233075071e-17	0.718587283653821	0.379	0.12	3.18510221476978e-13
Smim22	2.73569812095845e-17	0.626729965044262	0.293	0.074	3.66884475001738e-13
Basp1	2.90261859897783e-17	0.690147963119532	0.81	0.552	3.89270180308917e-13
Llgl2	2.97966598431335e-17	0.416742476382619	0.319	0.084	3.99603005156263e-13
Usp6nl	3.62533325607163e-17	0.391676457471751	0.336	0.095	4.86193442971767e-13
Sgsm3	3.82411359060963e-17	0.436456378158979	0.336	0.094	5.12851873636657e-13
Tcf3	3.9798389994193e-17	0.60670026165444	0.483	0.177	5.33736208212123e-13
Dsp	4.35199656609455e-17	0.459030162589018	0.595	0.229	5.83646259478941e-13
Obfc1	5.75500451325868e-17	0.619734197463404	0.293	0.074	7.71803655273121e-13
Fxyd3	6.53420902549853e-17	0.399078601254257	0.724	0.3	8.76302772409608e-13
Acot1	9.18393897194382e-17	0.344036635210306	0.284	0.071	1.23165805552739e-12
Dbndd2	1.3362995687767e-16	0.812821485370736	0.474	0.184	1.79211135168644e-12
Ftl1	1.38685876964604e-16	-1.0125928277204	0.819	0.924	1.85991629597231e-12
Slc25a39	1.62772277079693e-16	0.650270685987019	0.655	0.328	2.18293900791576e-12
Fbln2	1.81504459417759e-16	-1.84678322216428	0.121	0.499	2.43415630525157e-12
Lif	1.89086505502186e-16	0.753730579652661	0.5	0.194	2.53583912528982e-12
Arhgap27	3.19070780179481e-16	0.538319026169173	0.276	0.07	4.27905823298702e-12
Ppp1r13l	5.15319179154692e-16	0.699931524014252	0.56	0.247	6.91094551164357e-12
