p_val	avg_logFC	pct.1	pct.2	p_val_adj
B2m	1.68973401647238e-30	-1.9644242605722	0.431	0.951	2.26610228949111e-26
Rps9	2.90477204169218e-30	-1.66220359432469	0.375	0.929	3.89558978511339e-26
Rpl13a	2.28456239095007e-29	-1.61803618347716	0.431	0.92	3.06382662250313e-25
Eef1a1	3.29091740690991e-27	-1.23331134350282	0.597	0.939	4.41344933440688e-23
Rps5	4.71480914100318e-27	-1.53626146861429	0.389	0.915	6.32303053899937e-23
Tpt1	8.76651409497229e-27	-1.44162376893003	0.431	0.921	1.17567720527673e-22
Rps19	1.59781147792357e-26	-1.54738030137018	0.236	0.886	2.14282497304329e-22
Rplp1	2.08482649921502e-26	-1.36455073913919	0.431	0.934	2.79596081809726e-22
Tmsb4x	5.45633035540061e-26	-1.65065786451562	0.5	0.95	7.31748463962775e-22
Rps14	6.33018676944421e-26	-1.42532080489389	0.375	0.917	8.48941347650163e-22
Rps26	1.06600124544653e-25	-1.53261336265082	0.278	0.898	1.42961427026835e-21
Rps3	1.73883348891175e-25	-1.24044191289766	0.486	0.932	2.33194959197955e-21
Rps29	1.88817450840902e-25	-1.54673077865778	0.139	0.828	2.53223083322734e-21
Rpl32	2.25067093477249e-25	-1.45221280502273	0.306	0.899	3.01837479062339e-21
Rpl18a	5.74498312352868e-25	-1.48488596913778	0.292	0.89	7.70459686696431e-21
Rplp0	7.34396359616487e-25	-1.55074941753501	0.25	0.859	9.84898957881671e-21
Rpl41	3.05492459555911e-23	-1.25637991154973	0.319	0.902	4.09695937510433e-19
Rps10	4.18910477548155e-23	-1.48600068884073	0.222	0.839	5.61800841439831e-19
Rpl9	7.23869867771638e-23	-1.41733239578401	0.278	0.855	9.70781879668544e-19
Rpl23	1.02810938544252e-22	-1.33535146378947	0.236	0.836	1.37879749681697e-18
Fau	1.07685684751156e-22	-1.33265965776133	0.361	0.887	1.44417271819775e-18
Rps20	1.18633339302665e-22	-1.26555708646093	0.264	0.881	1.59099171338805e-18
Rps27a	1.5610143579349e-22	-1.5348612722882	0.167	0.799	2.09347635542649e-18
Rps12	1.76694605892345e-22	-1.15736933277043	0.556	0.939	2.36965135962224e-18
Rps24	4.02847454164859e-22	-1.38219401443091	0.347	0.875	5.40258720780493e-18
Rpl31	4.94966052039176e-22	-1.13629240377512	0.181	0.838	6.63798972389739e-18
Rplp2	6.86649219632947e-22	-1.21549887822603	0.431	0.91	9.20865268449746e-18
Rps2	1.29681025887138e-21	-1.37381443428105	0.25	0.838	1.73915223817241e-17
Rpl28	3.7047203997496e-21	-1.27463815436941	0.236	0.833	4.96840052810419e-17
Rpl14	6.06950198827891e-21	-1.27235705680065	0.153	0.801	8.13980911648084e-17
Rps15a	1.03481237499496e-20	-1.39881776653258	0.153	0.763	1.38778687610574e-16
Rps13	1.39511307792437e-20	-1.37948493679162	0.194	0.797	1.87098614880438e-16
Rps21	1.46917669622781e-20	-1.212066271108	0.389	0.896	1.97031286731112e-16
Rps4x	3.20407066896031e-20	-1.48238912645944	0.125	0.727	4.29697917414268e-16
Rps8	6.57954809083642e-20	-1.20448560992675	0.347	0.854	8.82383194462072e-16
Rpl8	9.96023694536888e-20	-1.13324033579219	0.403	0.884	1.33576737674342e-15
Rpl7	1.05466213675059e-19	-1.38690064859359	0.236	0.774	1.41440739159621e-15
Rps23	1.52401425700438e-19	-1.38507342890704	0.194	0.773	2.04385552006858e-15
Rps18	1.76509668273647e-19	-1.33186328092607	0.167	0.765	2.36717116121788e-15
Fth1	2.26853652672254e-19	-1.61877911063193	0.653	0.972	3.04233433598759e-15
Ftl1	2.84524153540116e-19	-1.43491430117113	0.514	0.929	3.81575342312649e-15
Rpl17	4.48104461422131e-19	-1.02770067132519	0.25	0.83	6.0095289321322e-15
Uba52	7.30162105079741e-19	-1.22595033667526	0.222	0.811	9.79220399122441e-15
Malat1	1.36897856348334e-18	1.96768501897896	0.792	0.526	1.83593715148751e-14
Rpl37	1.59143606563096e-18	-1.22893363633464	0.292	0.825	2.13427490761768e-14
Rps3a1	1.90278377342918e-18	-1.18861009181001	0.236	0.808	2.55182331854587e-14
Cfl1	2.71201545086718e-18	-1.17569696035101	0.167	0.755	3.63708392115797e-14
Rpl36	2.80613003582817e-18	-0.951982622017364	0.208	0.806	3.76330099104915e-14
Rpl21	3.22898018228355e-18	-1.24139412178441	0.208	0.785	4.33038532246047e-14
Rpl12	3.34287906389782e-18	-1.04264767783996	0.361	0.861	4.48313511259336e-14
Rpl19	3.65466514012467e-18	-1.02727932027023	0.236	0.806	4.9012714194212e-14
Rpl7a	4.16476637515085e-18	-1.17327398275711	0.306	0.826	5.58536818571481e-14
Rpl37a	4.67876604786091e-18	-1.22723551761077	0.139	0.727	6.27469314678626e-14
Eef1b2	7.08606342989658e-18	-1.19998992119838	0.292	0.812	9.5031196658343e-14
Rpl18	7.48175573756771e-18	-1.18703914977657	0.25	0.81	1.00337826196521e-13
Itm2b	1.99012988345828e-17	-1.19098681223755	0.292	0.837	2.6689631867059e-13
Rps16	4.55628930169776e-17	-0.974385746921445	0.264	0.812	6.11043958250686e-13
Rps11	5.74882373716485e-17	-1.11680202107843	0.25	0.8	7.70974751391178e-13
Rps25	9.60481702324998e-17	-1.15037059756646	0.139	0.705	1.28810201098806e-12
Rps6	1.0893949435539e-16	-1.28489269353199	0.069	0.622	1.46098755880014e-12
Cst3	1.43060746832266e-16	-1.8308840146013	0.222	0.756	1.91858767576751e-12
Rpl23a	1.88429682048259e-16	-1.01694607574164	0.264	0.837	2.52703046594921e-12
Rpl6	2.38696601843809e-16	-1.22217400835897	0.167	0.715	3.20116012732732e-12
Rps15	3.47517794030738e-16	-0.914285225004368	0.514	0.899	4.66056113574622e-12
Erdr1	5.31003994168033e-16	1.41750365651696	0.792	0.589	7.12129456578749e-12
Gpx1	8.15475242436271e-16	-1.12113372045836	0.208	0.745	1.09363384763128e-11
Rps7	1.14766277111565e-15	-1.10472472510024	0.181	0.735	1.5391305423432e-11
Actb	1.38345140827071e-15	-0.98676494477638	0.75	0.956	1.85534668363185e-11
Rps17	2.00400015011882e-15	-0.855492339179149	0.278	0.811	2.68756460132435e-11
Rpl39	2.15166067771527e-15	-1.17191305457361	0.083	0.632	2.88559213488394e-11
Naca	2.39796767801991e-15	-1.11117250855102	0.125	0.676	3.2159144529925e-11
Akr1a1	2.75905261551572e-15	-1.1198785714753	0.139	0.679	3.70016546266813e-11
Gabarap	2.93375024893938e-15	-1.07371723041667	0.222	0.75	3.9344524588526e-11
Gnai2	3.74016652020761e-15	-0.975688101853614	0.25	0.794	5.01593732025042e-11
Gnas	4.10297758221227e-15	-1.01827835150917	0.403	0.819	5.50250323550488e-11
Rpl5	8.60921909796404e-15	-0.969041624300959	0.139	0.677	1.15458237322796e-10
Rpl36a	9.52987905308016e-15	-1.00609088661631	0.111	0.622	1.27805207980858e-10
Comt	1.95502035371811e-14	1.20762516552592	0.889	0.824	2.62187779637136e-10
Rpl13	2.79668891206227e-14	-0.958137129481445	0.319	0.821	3.75063949996671e-10
Xist	4.53777048912475e-14	1.21125716705752	0.792	0.596	6.08560400296521e-10
Rpl38	5.18560263864783e-14	-0.848508002052267	0.097	0.6	6.9544116986906e-10
Rpl10	6.07883445079812e-14	-1.02490475799544	0.222	0.716	8.15232488196536e-10
Rpl24	9.04886451056811e-14	-1.08003837965579	0.097	0.589	1.21354321951229e-09
Cox8a	9.21533350700056e-14	-0.906482770400699	0.139	0.644	1.23586837662384e-09
Eif3f	1.05470608598364e-13	-1.06602408206865	0.153	0.667	1.41446633191266e-09
Rpl27a	1.33733069282132e-13	-1.00942330725744	0.153	0.647	1.79349419214267e-09
Ppib	2.33789931510423e-13	-0.932536144422355	0.222	0.74	3.13535677148628e-09
Nme2	2.57658722938639e-13	-1.08699423461808	0.181	0.668	3.45546113333009e-09
Slc25a5	2.88924386725878e-13	-1.00148207297507	0.097	0.582	3.87476495038075e-09
Cox4i1	6.15421271598578e-13	-0.875556398905225	0.292	0.778	8.25341467340853e-09
Pfn1	6.17847346277226e-13	-1.05904712413916	0.292	0.773	8.28595076092388e-09
Rpsa	6.59262267588804e-13	-0.690669357691349	0.458	0.862	8.84136627063346e-09
Atp5e	1.23674578263683e-12	-0.929987882849324	0.153	0.646	1.65859976909426e-08
Snx3	1.58575444850623e-12	-0.933631533531778	0.111	0.584	2.1266552908917e-08
